Level 1	Level 2	Level 3	Level 4	log2FoldChange
Communication	"Phages, Prophages"	Phage capsid proteins	T7-like phage head-to-tail joining protein	2.361822897
Communication	"Phages, Prophages"	Phage DNA synthesis	Glutaredoxin	-0.774802116
Communication	"Phages, Prophages"	Phage entry and exit	Phage endolysin	-1.649774314
Communication	"Phages, Prophages"	Phage integration and excision	Integrase	0.36743432
Communication	"Phages, Prophages"	Phage integration and excision	Integrase/recombinase (XerC/CodV family)	0.760078315
Communication	"Phages, Prophages"	Phage integration and excision	Phage integrase	0.674440974
Communication	"Phages, Prophages"	Phage neck proteins	Phage collar	-3.209610406
Communication	"Phages, Prophages"	Phage packaging machinery	Phage DNA packaging	-3.04010396
Communication	"Phages, Prophages"	Phage packaging machinery	"Phage terminase, large subunit"	-0.806936281
Communication	"Phages, Prophages"	Phage regulation of gene expression	Phage antirepressor protein	0.745282735
Communication	"Phages, Prophages"	Phage replication	"DNA maturase, phage-associated"	4.110144863
Communication	"Phages, Prophages"	Phage replication	"DNA polymerase, phage-associated"	-1.396790875
Communication	"Phages, Prophages"	Phage tail fiber proteins	Phage tail fibers	-3.551906787
Communication	"Phages, Prophages"	r1t-like streptococcal phages	DNA replication protein DnaC	1.201201754
Communication	"Phages, Prophages"	r1t-like streptococcal phages	Phage capsid and scaffold	3.406305361
Communication	"Phages, Prophages"	r1t-like streptococcal phages	Phage major capsid protein	2.87442524
Communication	"Phages, Prophages"	r1t-like streptococcal phages	"site-specific recombinase, phage integrase family"	1.142528329
Communication	"Phages, Prophages"	Staphylococcal phi-Mu50B-like prophages	"Antirepressor [SA bacteriophages 11, Mu50B]"	1.703199878
Communication	"Phages, Prophages"	Staphylococcal phi-Mu50B-like prophages	"Hypothetical protein, PV83 orf 20 homolog [SA bacteriophages 11, Mu50B]"	1.421923694
Communication	"Phages, Prophages"	Staphylococcal phi-Mu50B-like prophages	Iron-sulfur cluster assembly protein SufB	-0.521352391
Communication	"Phages, Prophages"	T7-like phage core proteins	T7-like phage head-to-tail joining protein	2.361822897
Communication	Transposable elements	CBSS-203122.12.peg.188	ComM-related protein	0.330909129
Communication	Transposable elements	CBSS-203122.12.peg.188	MG(2+) CHELATASE FAMILY PROTEIN	0.336601715
Communication	Transposable elements	"Conjugative transposon, Bacteroidales"	Conjugative transposon protein TraI	1.039146832
Communication	"Protein and nucleoprotein secretion system, Type IV"	Conjugative transfer	Conjugative transfer protein TrbB	1.886468768
Communication	"Protein and nucleoprotein secretion system, Type IV"	Conjugative transfer	Conjugative transfer protein TrbE	1.683478155
Communication	"Protein and nucleoprotein secretion system, Type IV"	Conjugative transfer	IncF plasmid conjugative transfer surface exclusion protein TraT	2.867686626
Communication	"Protein and nucleoprotein secretion system, Type IV"	Conjugative transfer	IncQ plasmid conjugative transfer DNA nicking endonuclease TraR (pTi VirD2 homolog)	-3.057961798
Communication	"Protein and nucleoprotein secretion system, Type IV"	Conjugative transfer	IncQ plasmid conjugative transfer protein TraB	3.762352278
Communication	"DNA uptake, competence"	DNA processing cluster	DNA topoisomerase III (EC 5.99.1.2)	1.501323283
Communication	"DNA uptake, competence"	DNA processing cluster	FIG000557: hypothetical protein co-occurring with RecR	0.845890383
"Virulence, Disease and Defense"	Invasion and intracellular resistance	Listeria surface proteins: Internalin-like proteins	Internalin-like protein (LPXTG motif) Lmo0331 homolog	4.423683076
"Virulence, Disease and Defense"	Invasion and intracellular resistance	Listeria surface proteins: Internalin-like proteins	"internalin, putative (LPXTG motif)"	2.666345864
"Virulence, Disease and Defense"	Invasion and intracellular resistance	Listeria surface proteins: LPXTG motif	Putative peptidoglycan bound protein (LPXTG motif) Lmo0159 homolog	-2.388368851
"Virulence, Disease and Defense"	Invasion and intracellular resistance	Listeria surface proteins: LPXTG motif	Putative peptidoglycan bound protein (LPXTG motif) Lmo0160 homolog	-2.554498668
"Virulence, Disease and Defense"	Invasion and intracellular resistance	Listeria surface proteins: LPXTG motif	Putative peptidoglycan bound protein (LPXTG motif) Lmo1799 homolog	-3.072559431
"Virulence, Disease and Defense"	Invasion and intracellular resistance	Listeria surface proteins: LPXTG motif	Sortase	-1.538707565
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Arsenic resistance	Arsenical pump-driving ATPase (EC 3.6.3.16)	1.880987382
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Beta-lactamase	Beta-lactamase	-0.444593903
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Beta-lactamase	Regulatory protein BlaR1	-2.598105196
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Bile hydrolysis	Choloylglycine hydrolase (EC 3.5.1.24)	2.314150872
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	BlaR1 Family Regulatory Sensor-transducer Disambiguation	Regulatory protein BlaR1	-2.598105196
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	BlaR1 Family Regulatory Sensor-transducer Disambiguation	"Regulatory sensor-transducer, BlaR1/MecR1 family"	2.163643474
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	BlaR1 Family Regulatory Sensor-transducer Disambiguation	"Transcriptional regulator, MecI family"	1.943128509
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Cadmium resistance	Cadmium-transporting ATPase (EC 3.6.3.3)	0.585482673
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Cobalt-zinc-cadmium resistance	Cadmium-transporting ATPase (EC 3.6.3.3)	0.585482673
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Cobalt-zinc-cadmium resistance	Cation efflux system protein CusA	1.620646966
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Cobalt-zinc-cadmium resistance	Cobalt-zinc-cadmium resistance protein	0.406887456
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Cobalt-zinc-cadmium resistance	Cobalt-zinc-cadmium resistance protein CzcA	1.607611764
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Cobalt-zinc-cadmium resistance	Cobalt-zinc-cadmium resistance protein CzcD	-1.157819529
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Cobalt-zinc-cadmium resistance	"Heavy metal RND efflux outer membrane protein, CzcC family"	2.776082944
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Cobalt-zinc-cadmium resistance	Probable Co/Zn/Cd efflux system membrane fusion protein	1.874412681
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Cobalt-zinc-cadmium resistance	Zn(II) and Co(II) transmembrane diffusion facilitator	-1.408267115
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Copper homeostasis	Blue copper oxidase CueO precursor	-2.416386248
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Copper homeostasis	Copper resistance protein D	-2.519712349
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Copper homeostasis	Multicopper oxidase	-1.760529738
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Erythromycin resistance	rRNA adenine N-6-methyltransferase (EC 2.1.1.48)	-4.226614464
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Mercuric reductase	"PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase"	-0.445280355
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Mercury resistance operon	Mercuric resistance operon regulatory protein	-1.591459398
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Methicillin resistance in Staphylococci	Penicillin-binding protein 1A/1B (PBP1)	-0.996872964
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Methicillin resistance in Staphylococci	Poly(glycerophosphate chain) D-alanine transfer protein DltD	-0.859967275
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Methicillin resistance in Staphylococci	"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)"	0.498752354
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Methicillin resistance in Staphylococci	"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)"	0.715811674
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Acriflavin resistance protein	1.025692423
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Membrane fusion protein of RND family multidrug efflux pump	2.406271835
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	"Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps"	1.162147289
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Multidrug resistance efflux pump PmrA	-1.10261108
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	"RND efflux system, outer membrane lipoprotein, NodT family"	3.974056644
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Resistance to fluoroquinolones	DNA gyrase subunit A (EC 5.99.1.3)	-0.16869376
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Resistance to fluoroquinolones	Topoisomerase IV subunit A (EC 5.99.1.-)	-0.641078804
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Resistance to fluoroquinolones	Topoisomerase IV subunit B (EC 5.99.1.-)	-0.660783791
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Resistance to Vancomycin	Vancomycin response regulator VanR	-1.321963632
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	The mdtABCD multidrug resistance cluster	Probable RND efflux membrane fusion protein	2.159838466
"Virulence, Disease and Defense"	Resistance to antibiotics and toxic compounds	Zinc resistance	Response regulator of zinc sigma-54-dependent two-component system	2.131569515
"Virulence, Disease and Defense"	Toxins and superantigens	Prophage-encoded Exotoxins	Mitogenic factor 2	-2.35687058
"Virulence, Disease and Defense"	Regulation of virulence	Streptococcal Mga Regulon	Immunogenic secreted protein	-1.19513285
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Ton and Tol transport systems	4-hydroxybenzoyl-CoA thioesterase family active site	1.241746208
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Ton and Tol transport systems	"Ferric siderophore transport system, periplasmic binding protein TonB"	2.403048538
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Ton and Tol transport systems	Haemin uptake system outer membrane receptor	2.057695525
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Ton and Tol transport systems	MotA/TolQ/ExbB proton channel family protein	0.974699426
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Ton and Tol transport systems	Putative OMR family iron-siderophore receptor precursor	-1.572110842
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Ton and Tol transport systems	TonB-dependent receptor	1.106689262
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Ton and Tol transport systems	"TPR domain protein, putative component of TonB system"	2.676748924
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Campylobacter Iron Metabolism	"Ferric iron ABC transporter, permease protein"	0.494259026
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Campylobacter Iron Metabolism	"Ferric siderophore transport system, periplasmic binding protein TonB"	2.403048538
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Campylobacter Iron Metabolism	Ferric uptake regulation protein	0.859889491
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Campylobacter Iron Metabolism	Ferrous iron transport protein B	0.895117825
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Campylobacter Iron Metabolism	Haemin uptake system ATP-binding protein	2.195979331
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Campylobacter Iron Metabolism	Haemin uptake system outer membrane receptor	2.057695525
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Campylobacter Iron Metabolism	Haemin uptake system periplasmic haemin-binding protein	3.063224944
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Campylobacter Iron Metabolism	Haemin uptake system permease protein	1.3406135
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Campylobacter Iron Metabolism	Peroxide stress regulator	1.205849085
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Campylobacter Iron Metabolism	Putative outer membrane siderophore receptor	-3.499668134
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Encapsulating protein for DyP-type peroxidase and ferritin-like protein oligomers	Encapsulating protein for a DyP-type peroxidase or ferritin-like protein oligomers	-3.072523528
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Encapsulating protein for DyP-type peroxidase and ferritin-like protein oligomers	"Predicted iron-dependent peroxidase, Dyp-type family"	-0.879347853
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Ferrous iron transporter EfeUOB, low-pH-induced"	"Ferrous iron transport periplasmic protein EfeO, contains peptidase-M75 domain and (frequently) cupredoxin-like domain"	-1.372570627
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Ferrous iron transporter EfeUOB, low-pH-induced"	Ferrous iron transport permease EfeU	-1.181129648
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Ferrous iron transporter EfeUOB, low-pH-induced"	Ferrous iron transport peroxidase EfeB	-2.248641273
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramNegatives"	"ABC-type hemin transport system, ATPase component"	2.440782394
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramNegatives"	"Electron transfer flavoprotein, beta subunit"	1.05830384
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramNegatives"	"Ferric siderophore transport system, periplasmic binding protein TonB"	2.403048538
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramNegatives"	Haemin uptake system ATP-binding protein	2.195979331
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramNegatives"	Haemin uptake system outer membrane receptor	2.057695525
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramNegatives"	Haemin uptake system periplasmic haemin-binding protein	3.063224944
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramNegatives"	Haemin uptake system permease protein	1.3406135
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramNegatives"	"Hemin ABC transporter, permease protein"	2.208220647
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramNegatives"	Hemin transport protein	2.418511705
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramNegatives"	Periplasmic hemin-binding protein	2.856372625
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramPositives"	FIG039061: hypothetical protein related to heme utilization	0.809628022
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramPositives"	"Heme ABC transporter, cell surface heme and hemoprotein receptor HmuT"	-4.352155709
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramPositives"	"Heme ABC transporter, permease protein HmuU"	-2.45867462
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramPositives"	"Heme transporter analogous to IsdDEF, ATP-binding protein"	2.394125815
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramPositives"	Hemoglobin-dependent two component system response regulator HrrA	-2.129089773
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramPositives"	"Hemoglobin-dependent two component system, sensory histidine kinase HrrS"	-1.784693887
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramPositives"	Iron-dependent repressor IdeR/DtxR	-2.436778653
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramPositives"	Metallo-beta-lactamase superfamily domain protein in prophage	4.054433011
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramPositives"	"Sortase A, LPXTG specific"	-1.074109202
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	"Heme, hemin uptake and utilization systems in GramPositives"	"Zn-dependent hydrolase YycJ/WalJ, required for cell wall metabolism and coordination of cell division with DNA replication"	0.60770406
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Hemin transport system	"ABC-type hemin transport system, ATPase component"	2.440782394
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Hemin transport system	"Ferric siderophore transport system, periplasmic binding protein TonB"	2.403048538
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Hemin transport system	Haemin uptake system ATP-binding protein	2.195979331
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Hemin transport system	Haemin uptake system outer membrane receptor	2.057695525
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Hemin transport system	Haemin uptake system periplasmic haemin-binding protein	3.063224944
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Hemin transport system	Haemin uptake system permease protein	1.3406135
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Hemin transport system	"Hemin ABC transporter, permease protein"	2.208220647
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Hemin transport system	Hemin transport protein	2.418511705
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Hemin transport system	Periplasmic hemin-binding protein	2.856372625
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron acquisition in Streptococcus	"Ferric iron ABC transporter, ATP-binding protein"	1.106059737
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron acquisition in Streptococcus	"Ferric iron ABC transporter, permease protein"	0.494259026
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron acquisition in Vibrio	"2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58)"	-1.347450648
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron acquisition in Vibrio	Enterobactin receptor VctA	-1.451142836
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron acquisition in Vibrio	"Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), ATP-binding protein FhuC"	2.422046701
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron acquisition in Vibrio	"Ferric iron ABC transporter, ATP-binding protein"	1.106059737
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron acquisition in Vibrio	"Ferric iron ABC transporter, permease protein"	0.494259026
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron acquisition in Vibrio	"Ferric vibriobactin, enterobactin transport system, permease protein ViuG (TC 3.A.1.14.6)"	-3.361366216
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron acquisition in Vibrio	Ferrichrome-binding periplasmic protein precursor (TC 3.A.1.14.3)	-2.567067339
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron acquisition in Vibrio	Ferrous iron transport protein A	1.293506532
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron acquisition in Vibrio	Ferrous iron transport protein B	0.895117825
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron acquisition in Vibrio	"Hemin ABC transporter, permease protein"	2.208220647
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron acquisition in Vibrio	Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis	-3.037525414
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron acquisition in Vibrio	TonB-dependent receptor	1.106689262
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron Scavenging cluster in Thermus	Ferrichrome-binding periplasmic protein precursor (TC 3.A.1.14.3)	-2.567067339
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron Scavenging cluster in Thermus	"Heme ABC transporter, cell surface heme and hemoprotein receptor HmuT"	-4.352155709
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron Scavenging cluster in Thermus	"Heme ABC transporter, permease protein HmuU"	-2.45867462
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron Scavenging cluster in Thermus	Probable thiol oxidoreductase with 2 cytochrome c heme-binding sites	2.406015095
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Iron(III) dicitrate transport system Fec	Iron(III) dicitrate transport protein FecA	-1.64258544
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Transport of Iron	"Ferric iron ABC transporter, ATP-binding protein"	1.106059737
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Transport of Iron	"Ferric iron ABC transporter, permease protein"	0.494259026
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Transport of Iron	Ferrous iron transport protein A	1.293506532
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Transport of Iron	Ferrous iron transport protein B	0.895117825
"Virulence, Disease and Defense"	Non-siderophore iron acquisition mechanism	Transport of Iron	Iron-dependent repressor IdeR/DtxR	-2.436778653
"Virulence, Disease and Defense"	Siderophores	Bacillibactin Siderophore	"2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [bacillibactin] siderophore"	-2.133184731
"Virulence, Disease and Defense"	Siderophores	Petrobactin-mediated iron uptake system	"Petrobactin ABC transporter, ATP-binding protein"	-1.554192841
"Virulence, Disease and Defense"	Siderophores	Petrobactin-mediated iron uptake system	"Petrobactin ABC transporter, permease protein I"	-1.551360109
"Virulence, Disease and Defense"	Siderophores	Petrobactin-mediated iron uptake system	"Petrobactin ABC transporter, permease protein II"	-1.732292786
"Virulence, Disease and Defense"	Siderophores	Siderophore [Alcaligin-like]	"Iron-siderophore [Alcaligin-like] transport system, ATP-binding component"	-1.587068932
"Virulence, Disease and Defense"	Siderophores	Siderophore [Alcaligin-like]	"Iron-siderophore [Alcaligin-like] transport system, transmembran component"	-2.337686669
"Virulence, Disease and Defense"	Siderophores	Siderophore Aerobactin	"Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), ATP-binding protein FhuC"	2.422046701
"Virulence, Disease and Defense"	Siderophores	Siderophore assembly kit	"ABC-type Fe3+-siderophore transport system, ATPase component"	-1.843890053
"Virulence, Disease and Defense"	Siderophores	Siderophore assembly kit	"ABC-type Fe3+-siderophore transport system, periplasmic iron-binding component"	-1.853909307
"Virulence, Disease and Defense"	Siderophores	Siderophore assembly kit	"ABC-type hemin transport system, ATPase component"	2.440782394
"Virulence, Disease and Defense"	Siderophores	Siderophore assembly kit	"Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), ATP-binding protein FhuC"	2.422046701
"Virulence, Disease and Defense"	Siderophores	Siderophore assembly kit	"Hemin ABC transporter, permease protein"	2.208220647
"Virulence, Disease and Defense"	Siderophores	Siderophore assembly kit	"Iron-siderophore transport system, ATP-binding component"	-1.587068932
"Virulence, Disease and Defense"	Siderophores	Siderophore assembly kit	"Iron-siderophore transport system, transmembran component"	-2.337686669
"Virulence, Disease and Defense"	Siderophores	Siderophore assembly kit	Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis	-3.037525414
"Virulence, Disease and Defense"	Siderophores	Siderophore assembly kit	Periplasmic hemin-binding protein	2.856372625
"Virulence, Disease and Defense"	Siderophores	Siderophore assembly kit	TonB-dependent hemin receptor	2.616927282
"Virulence, Disease and Defense"	Siderophores	Siderophore Enterobactin	Ferric enterobactin transport ATP-binding protein FepC (TC 3.A.1.14.2)	-2.153106573
"Virulence, Disease and Defense"	Siderophores	Siderophore Enterobactin	Ferric enterobactin transport system permease protein FepD (TC 3.A.1.14.2)	-2.132542153
"Virulence, Disease and Defense"	Siderophores	Siderophore pyochelin	"ABC efflux pump, fused inner membrane and ATPase subunits in pyochelin gene cluster"	-3.532387142
"Virulence, Disease and Defense"	Siderophores	Siderophore Pyoverdine	"Non-ribosomal peptide synthetase modules, pyoverdine"	3.523047949
"Virulence, Disease and Defense"	Siderophores	Siderophore Pyoverdine	Pyoverdine efflux carrier and ATP binding protein	-3.344628703
"Virulence, Disease and Defense"	Siderophores	Siderophore Yersiniabactin Biosynthesis	"iron aquisition yersiniabactin synthesis enzyme (YbtT,resembles thioesterases)"	3.090828571
"Virulence, Disease and Defense"	Siderophores	Vibrioferrin synthesis	Ferrichrome ABC transporter (ATP binding subunit) PvuE	-2.717799693
"Virulence, Disease and Defense"	Gram-Negative cell wall components	KDO2-Lipid A biosynthesis	2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)	1.063535771
"Virulence, Disease and Defense"	Gram-Negative cell wall components	KDO2-Lipid A biosynthesis	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)	0.913636037
"Virulence, Disease and Defense"	Gram-Negative cell wall components	KDO2-Lipid A biosynthesis	3-deoxy-D-manno-octulosonic-acid transferase (EC 2.-.-.-)	0.947747991
"Virulence, Disease and Defense"	Gram-Negative cell wall components	KDO2-Lipid A biosynthesis	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)	1.021036287
"Virulence, Disease and Defense"	Gram-Negative cell wall components	KDO2-Lipid A biosynthesis	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)	0.766062781
"Virulence, Disease and Defense"	Gram-Negative cell wall components	KDO2-Lipid A biosynthesis	Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.-)	0.608582359
"Virulence, Disease and Defense"	Gram-Negative cell wall components	KDO2-Lipid A biosynthesis	Lipid-A-disaccharide synthase (EC 2.4.1.182)	1.009038723
"Virulence, Disease and Defense"	Gram-Negative cell wall components	KDO2-Lipid A biosynthesis	O-antigen flippase Wzx	3.179010405
"Virulence, Disease and Defense"	Gram-Negative cell wall components	KDO2-Lipid A biosynthesis	Oligosaccharide repeat unit polymerase Wzy	2.827155865
"Virulence, Disease and Defense"	Gram-Negative cell wall components	KDO2-Lipid A biosynthesis	Protein of unknown function DUF1009 clustered with KDO2-Lipid A biosynthesis genes	3.588451896
"Virulence, Disease and Defense"	Gram-Negative cell wall components	KDO2-Lipid A biosynthesis	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)	1.243522366
"Virulence, Disease and Defense"	Gram-Negative cell wall components	KDO2-Lipid A biosynthesis	"UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.-)"	1.446225626
"Virulence, Disease and Defense"	Gram-Negative cell wall components	KDO2-Lipid A biosynthesis	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.-)	0.670388851
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Lipid A-Ara4N pathway ( Polymyxin resistance )	"Polymyxin resistance protein ArnA_DH, UDP-glucuronic acid decarboxylase (EC 4.1.1.-)"	1.896086691
